sic,nice_class,term,frequency,band_label,n_marks,share
41201,43,"rental of chairs, tables, table linen, and glassware",Always,Most use this,10,0.286
41201,43,consultancy services relating to food,Always,Most use this,10,0.286
41201,43,providing temporary accommodation as part of hospitality packages,Always,Most use this,10,0.286
41201,43,consultancy services relating to food preparation,Always,Most use this,10,0.286
41201,43,the provision of facilities for conferences,Always,Most use this,10,0.286
41201,43,rental of meeting rooms,Always,Most use this,10,0.286
41201,43,hotel information,Always,Most use this,10,0.286
41201,43,provision of guesthouse accommodation,Always,Most use this,10,0.286
41201,43,reservation services for booking meals,Always,Most use this,10,0.286
41201,43,event facilities and temporary office and meeting facilities,Always,Most use this,10,0.286
41201,43,"accommodation bureau services [hotels, boarding houses]",Always,Most use this,10,0.286
41201,43,temporary accommodation reservations,Always,Most use this,10,0.286
41201,43,juice bars and cafes located in health clubs,Always,Most use this,10,0.286
41201,43,operating membership accommodation,Always,Most use this,10,0.286
41201,41,vocational skills training,Always,Most use this,7,0.194
41201,41,training in the use of construction machinery,Always,Most use this,6,0.167
41201,41,distance learning services provided online.,Always,Most use this,5,0.139
41201,41,provision of online learning platforms,Always,Most use this,5,0.139
41201,41,education in the field of construction and infrastructure,Always,Most use this,5,0.139
41201,41,multimedia learning,Always,Most use this,5,0.139
41201,41,training in the field of construction and infrastructure,Always,Most use this,5,0.139
41201,41,practical training services,Always,Most use this,5,0.139
41201,41,providing of training,Sometimes,Some use this,4,0.111
41201,41,education in the field of occupational health and safety,Sometimes,Some use this,4,0.111
41201,41,education,Sometimes,Some use this,4,0.111
41201,41,education and training in the field of occupational health and safety,Sometimes,Some use this,4,0.111
41201,41,education and training services in the field of occupational health and safety,Sometimes,Some use this,4,0.111
41201,41,gymnasium services,Sometimes,Some use this,4,0.111
41201,41,fitness club services,Sometimes,Some use this,4,0.111
41201,41,corporate entertainment services,Sometimes,Some use this,3,0.083
41201,41,fitness training services,Sometimes,Some use this,3,0.083
41201,41,hospitality services (entertainment),Sometimes,Some use this,3,0.083
41201,41,sporting and cultural activities,Sometimes,Some use this,3,0.083
41201,41,musical entertainment,Sometimes,Some use this,3,0.083
41201,41,provision of sporting club facilities,Sometimes,Some use this,3,0.083
41201,41,sports club services,Sometimes,Some use this,3,0.083
41201,41,nightclub services,Sometimes,Some use this,3,0.083
41201,41,"casino, gambling, gaming and betting services",Sometimes,Some use this,3,0.083
41201,41,live music,Sometimes,Some use this,3,0.083
41201,9,battery chargers,Sometimes,Some use this,3,0.107
41201,9,fire protection apparatus,Sometimes,Some use this,3,0.107
41201,9,software,Sometimes,Some use this,3,0.107
41201,9,car charger,Sometimes,Some use this,3,0.107
41201,9,"batteries, electric, for vehicles",Sometimes,Some use this,3,0.107
41201,9,sprinkler systems for fire protection,Sometimes,Some use this,3,0.107
41201,9,car batteries,Sometimes,Some use this,3,0.107
41201,9,computer hardware,Sometimes,Some use this,3,0.107
41201,9,electric-car charger,Sometimes,Some use this,3,0.107
41201,9,solar-powered battery chargers,Sometimes,Some use this,3,0.107
41201,9,solar battery chargers,Sometimes,Some use this,3,0.107
41201,9,electric batteries for powering electric vehicles,Sometimes,Some use this,2,0.071
41201,9,solar modules,Sometimes,Some use this,2,0.071
41201,9,solar panels for production of electricity,Sometimes,Some use this,2,0.071
41201,9,downloadable software applications for designing modular data-centre units,Sometimes,Some use this,2,0.071
41201,9,chargers for electric batteries,Sometimes,Some use this,2,0.071
41201,9,supply chain management software,Sometimes,Some use this,2,0.071
41201,9,cooling apparatus adapted for computers,Sometimes,Some use this,2,0.071
41201,9,project management software,Sometimes,Some use this,2,0.071
41201,9,adaptors (electric -),Sometimes,Some use this,2,0.071
41201,9,fire sprinklers,Sometimes,Some use this,2,0.071
41201,9,electrical control apparatus for data-centre infrastructure,Sometimes,Some use this,2,0.071
41201,9,solar cells,Sometimes,Some use this,2,0.071
41201,9,"cables, electric",Sometimes,Some use this,2,0.071
41201,9,fire sensors.,Sometimes,Some use this,2,0.071
45111,12,cars,Always,All use this,27,0.415
45111,12,vehicles,Always,All use this,26,0.4
45111,12,non-skid devices for vehicle tyres,Always,Most use this,14,0.215
45111,12,brakes for vehicles,Always,Most use this,13,0.2
45111,12,motor cars,Always,Most use this,12,0.185
45111,12,electric cars,Always,Most use this,12,0.185
45111,12,vehicle wheels,Always,Most use this,12,0.185
45111,12,bodywork parts for vehicles,Always,Most use this,12,0.185
45111,12,parts and fittings for vehicles,Always,Most use this,12,0.185
45111,12,vans [vehicles],Always,Most use this,12,0.185
45111,12,motor vehicles,Always,Most use this,10,0.154
45111,12,"connecting rods for land vehicles, other than parts of motors and engines",Always,Most use this,10,0.154
45111,12,bug shields as structural parts of vehicles,Always,Most use this,10,0.154
45111,12,consoles being parts of vehicle interiors,Always,Most use this,10,0.154
45111,12,braking systems for vehicles and parts thereof,Always,Most use this,10,0.154
45111,12,struts (non-metallic -) parts of vehicles,Always,Most use this,10,0.154
45111,12,side shields as structural parts of vehicles,Always,Most use this,10,0.154
45111,12,electric vehicles,Always,Most use this,10,0.154
45111,12,covers for vehicle steering wheels,Always,Most use this,10,0.154
45111,12,pumps for inflating vehicle tyres,Always,Most use this,10,0.154
45111,12,automotive vehicles,Always,Most use this,9,0.138
45111,12,shock absorbers being parts of vehicle suspension,Always,Most use this,9,0.138
45111,12,hydraulic servo valves being parts of vehicle braking systems,Always,Most use this,9,0.138
45111,12,plug-in electric cars,Always,Most use this,9,0.138
45111,12,hydraulic servo valves being parts of vehicle hydraulic systems,Always,Most use this,9,0.138
45111,35,retail service connected with the sale of vehicles via a dealership,Always,Most use this,10,0.169
45111,35,retail services in relation to vehicles,Always,Most use this,10,0.169
45111,35,marketing services,Sometimes,Some use this,7,0.119
45111,35,retail service connected with the sale of vehicles via a dealership.,Sometimes,Some use this,7,0.119
45111,35,export agency services,Sometimes,Some use this,6,0.102
45111,35,all of the aforesaid relating to land and water vehicles.,Sometimes,Some use this,6,0.102
45111,35,retail services in relation to navigation devices,Sometimes,Some use this,6,0.102
45111,35,procurement services for others,Sometimes,Some use this,6,0.102
45111,35,import agency services,Sometimes,Some use this,6,0.102
45111,35,retail services relating to car and automobile parts,Sometimes,Some use this,6,0.102
45111,35,arranging and buying goods for others,Sometimes,Some use this,6,0.102
45111,35,retail services relating to car and automobile accessories,Sometimes,Some use this,6,0.102
45111,35,auctioning of vehicles,Sometimes,Some use this,4,0.068
45111,35,advertising services relating to the sale of motor vehicles,Sometimes,Some use this,4,0.068
45111,35,retail services in relation to fuels,Sometimes,Some use this,3,0.051
45111,35,all the aforementioned relating to automobiles.,Sometimes,Some use this,3,0.051
45111,35,retail services relating to automobile accessories,Sometimes,Some use this,3,0.051
45111,35,retail services in connection with the sale of motor land vehicles,Sometimes,Some use this,3,0.051
45111,35,retail services relating to vehicle fluids and greases,Sometimes,Some use this,3,0.051
45111,35,retail services relating to vehicle cleaning and valeting goods,Sometimes,Some use this,3,0.051
45111,35,"retail services relating to automotive oils, greases and lubricants",Sometimes,Some use this,3,0.051
45111,35,retail services in relation to lubricants,Sometimes,Some use this,3,0.051
45111,35,retail services in relation to car accessories,Sometimes,Some use this,3,0.051
45111,35,provision of customer information in relation to vehicles,Sometimes,Some use this,3,0.051
45111,35,retail services relating to chemicals for use in the automotive industry,Sometimes,Some use this,3,0.051
45111,37,reconditioning of vehicle engines,Always,Most use this,9,0.176
45111,37,servicing of vehicles,Always,Most use this,9,0.176
45111,37,vehicle tuning,Always,Most use this,9,0.176
45111,37,vehicle cleaning,Always,Most use this,8,0.157
45111,37,motor vehicle rustproofing,Always,Most use this,7,0.137
