sic,nice_class,heading,frequency,band_label,n_marks,share,sic_total_marks
71121,19,"Materials, not of metal, for building and construction; rigid pipes, not of metal, for building; asphalt, pitch, tar and bitumen; transportable buildings, not of metal; monuments, not of metal.",Sometimes,A few have this,30,0.056,538
71121,4,"Industrial oils and greases, wax; lubricants; dust absorbing, wetting and binding compositions; fuels and illuminants; candles and wicks for lighting.",Sometimes,A few have this,29,0.054,538
71121,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,27,0.05,538
71129,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Always,Most use this,394,0.505,780
71129,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,349,0.447,780
71129,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,156,0.2,780
71129,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,155,0.199,780
71129,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,A few have this,99,0.127,780
71129,6,"Common metals and their alloys, ores; metal materials for building and construction; transportable buildings of metal; non-electric cables and wires of common metal; small items of metal hardware; metal containers for storage or transport; safes.",Sometimes,A few have this,94,0.121,780
71129,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,90,0.115,780
71129,12,"Vehicles; apparatus for locomotion by land, air or water.",Sometimes,A few have this,63,0.081,780
71129,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,A few have this,47,0.06,780
71129,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,A few have this,45,0.058,780
71129,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,41,0.053,780
71129,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,39,0.05,780
